STRUCTURE_NAME,Volume [nm^3],x_box [A],y_box [A],z_box [A],UnitCell,unit vector a,unit vector b,unit vector c,Framework Mass [g/mol],Framework Density [kg/m^3]
LEVBAQ_clean,4.0408056616140415,12.06425,12.06425,24.04350,2 2 1,13.930600000000 -6.965300000000 0.000000000000,0.000000000000 12.064253489960 0.000000000000,0.000000000000 0.000000000000 24.043500000000,4876.200506934853,2003.837961803325
LEVDIB_clean,5.1955674500157425,15.36754,15.36754,17.40167,2 2 2,18.567600000000 9.283800000000 9.283792858537,0.000000000000 16.080013287308 5.360000305977,0.000000000000 0.000000000000 17.401665346733,2413.469000189206,771.361122554141
LEVLEF_clean,21.79570767499897,24.88592,24.88592,24.88592,1 1 1,30.478700000000 -10.159456011615 -10.159456011615,0.000000000000 28.735633057896 -14.367581795094,0.000000000000 0.000000000000 24.885923744144,11590.073994328812,883.007195733202
LEVNOQ01_clean,2.436762099799835,10.49277,10.49277,20.72652,3 3 2,11.094199790000 -3.283419081260 -2.160609307447,0.000000000000 10.597190072674 -2.931382466001,0.000000000000 0.000000000000 20.726521663284,1430.874879632295,975.073910955014
LEVNOQ_clean,2.507980198369974,10.69218,10.69217,20.63661,3 3 2,11.257700170000 -3.193214680287 -2.146620293673,0.000000000000 10.795331922733 -2.873522305179,0.000000000000 0.000000000000 20.636613260815,1430.874879632295,947.385131773783
LEVPAF_clean,11.295335528225268,27.59503,27.59503,12.84600,1 1 2,31.864000000000 -15.932000000000 0.000000000000,0.000000000000 27.595033466187 0.000000000000,0.000000000000 0.000000000000 12.846000000000,5519.723344717356,811.460124559760
LEVPEJ_clean,11.09745751454114,27.58854,27.58854,12.62690,1 1 2,31.856500000000 -15.928250000000 0.000000000000,0.000000000000 27.588538275659 0.000000000000,0.000000000000 0.000000000000 12.626900000000,13303.338190482538,1990.609851940414
LEVYOC_clean,2.0938437661331566,7.64330,14.60713,17.43656,4 2 2,8.017299700000 4.008649850239 4.008660955875,0.000000000000 14.978049021413 3.954305622223,0.000000000000 0.000000000000 17.436563957010,2208.285433563467,1751.297561638770
LEWMUX_clean,4.22135579891025,12.98790,12.98790,25.02500,2 2 1,12.987900000000 0.000000000000 0.000000000000,0.000000000000 12.987900000000 0.000000000000,0.000000000000 0.000000000000 25.025000000000,2933.325998784966,1153.871327390001
LEWTUD01_clean,1.380761401419544,8.80252,11.51953,11.70819,3 3 3,10.027600020000 5.013775551548 5.013772899314,0.000000000000 11.760661323402 2.408093598316,0.000000000000 0.000000000000 11.708193514623,1484.127487786559,1784.849407235782
LEWTUD_clean,1.398861425285967,8.85244,11.49207,11.81444,3 3 3,10.093999830000 5.047005420532 5.046984636993,0.000000000000 11.730002996113 2.416554607458,0.000000000000 0.000000000000 11.814443730584,1484.127487786559,1761.755041857643
LEWVAL_clean,1.38486822660961,8.82858,11.48941,11.72518,3 3 3,10.059699570000 5.029831967773 5.029812092620,0.000000000000 11.740967424152 2.466971172025,0.000000000000 0.000000000000 11.725181047188,1484.127487786559,1779.556438298185
LEWZET_clean,1.8270698173346158,14.31720,17.40170,7.33340,2 2 4,14.317200000000 0.000000000000 0.000000000000,0.000000000000 17.401700000000 0.000000000000,0.000000000000 0.000000000000 7.333400000000,1296.153351903845,1178.013459684206
LEYFUS_clean,12.319609644505332,14.41950,14.41950,51.31300,2 2 1,16.650200000000 -8.325100000000 0.000000000000,0.000000000000 14.419496178092 0.000000000000,0.000000000000 0.000000000000 51.313000000000,22225.172515488492,2995.692293419307
LEYLUX_clean,6.126361987441409,15.87300,16.90610,22.82970,2 2 2,15.873000000000 0.000000000000 0.000000000000,0.000000000000 16.906100000000 0.000000000000,0.000000000000 0.000000000000 22.829700000000,5613.851582689297,1521.623759454246
LEYPAI_clean,2.602996053432969,10.33033,17.26100,14.43912,3 2 2,10.444000000000 0.000000000000 -2.147893885514,0.000000000000 17.261000000000 0.000000000000,0.000000000000 0.000000000000 14.439118943224,2624.020427826331,1673.950882238446
LEYQUD_clean,7.668275142921002,22.31237,15.64300,16.04410,2 2 2,30.553600000000 0.000000000000 -15.009073119608,0.000000000000 15.643000000000 0.000000000000,0.000000000000 0.000000000000 16.044096051204,4949.430845305155,1071.782303147244
LEYRAK_clean,7.7581856415269606,22.40949,15.68550,16.08672,2 2 2,30.746400000000 0.000000000000 -15.111720886403,0.000000000000 15.685500000000 0.000000000000,0.000000000000 0.000000000000 16.086720915446,4883.504362772674,1045.250589658362
LEYREO_clean,7.714628102930821,22.36230,15.66470,16.07117,2 2 2,30.644000000000 0.000000000000 -15.057558444856,0.000000000000 15.664700000000 0.000000000000,0.000000000000 0.000000000000 16.071168678094,4896.175188149953,1053.879513600250
LEYYET_clean,2.428721918496,10.28100,13.84400,17.06400,3 2 2,10.281000000000 0.000000000000 0.000000000000,0.000000000000 13.844000000000 0.000000000000,0.000000000000 0.000000000000 17.064000000000,3062.928844692729,2094.151629737210
LEZJOQ_clean,2.627791344618805,14.50861,14.50861,10.81110,2 2 3,16.753100000000 -8.376550000000 0.000000000000,0.000000000000 14.508610192141 0.000000000000,0.000000000000 0.000000000000 10.811100000000,2556.159349946068,1615.273450436750
LEZJUW_clean,7.7548563769250265,25.06018,25.06018,10.69390,1 1 3,28.937000000000 -14.468500000000 0.000000000000,0.000000000000 25.060177109310 0.000000000000,0.000000000000 0.000000000000 10.693900000000,8061.906525817409,1726.287031845265
LEZLAF_clean,2.4919626434411772,11.59204,11.77070,18.05297,3 3 2,11.727100200000 0.000000000000 -2.763781960314,0.000000000000 11.770700000000 0.000000000000,0.000000000000 0.000000000000 18.052967516889,2090.367613941599,1392.932749279032
LEZMIN_clean,1.89441451619028,9.53640,21.80150,9.11180,3 2 3,9.536400000000 0.000000000000 0.000000000000,0.000000000000 21.801500000000 0.000000000000,0.000000000000 0.000000000000 9.111800000000,2064.583411700390,1809.699345296681
LEZWUK_clean,12.255228230792726,14.40270,14.40270,51.16400,2 2 1,16.630800000000 -8.315400000000 0.000000000000,0.000000000000 14.402695285258 0.000000000000,0.000000000000 0.000000000000 51.164000000000,22333.757661028401,3026.142705046573
LEZXAR_clean,12.335725691735512,14.42850,14.42850,51.31600,2 2 1,16.660600000000 -8.330300000000 0.000000000000,0.000000000000 14.428502842291 0.000000000000,0.000000000000 0.000000000000 51.316000000000,22299.035196670709,3001.721377231082
LEZZEX_clean,1.578256111631842,5.73170,12.02547,22.62503,5 2 2,5.731700000000 0.000000000000 0.000000000000,0.000000000000 12.170400430000 -3.523164654188,0.000000000000 0.000000000000 22.625029858753,1567.566757953907,1649.292082010940
LIBHAH_clean,131.22816868851302,50.81700,50.81700,50.81700,1 1 1,50.817000000000 0.000000000000 0.000000000000,0.000000000000 50.817000000000 0.000000000000,0.000000000000 0.000000000000 50.817000000000,57829.772595489158,731.768018344427
LIBJAJ_clean,1.106063588703282,7.67775,7.82343,18.32300,4 4 2,7.715900000000 -0.780882000331 0.000000000000,0.000000000000 7.823425002737 0.000000000000,0.000000000000 0.000000000000 18.323000000000,840.963748294335,1262.543027428154
LIBQIY_clean,7.602142829579165,22.24674,15.60320,16.01291,2 2 2,30.426500000000 0.000000000000 -14.940645515833,0.000000000000 15.603200000000 0.000000000000,0.000000000000 0.000000000000 16.012913286789,5047.514319768838,1102.530324612267
LIBZIG_clean,1.4198958628643992,9.56503,12.10996,12.10996,3 2 2,9.631000000000 -0.959396119109 -0.959396119109,0.000000000000 12.174255750831 -1.249553718305,0.000000000000 0.000000000000 12.109959479359,1320.040056020227,1543.759434174228
LICKAL_clean,2.7872145201879888,9.63311,9.34400,30.89479,3 3 1,9.655000000000 0.000000000000 -2.083986160749,0.000000000000 9.344000000000 0.000000000000,0.000000000000 0.000000000000 30.894792873263,3021.582880202144,1800.168358848929
LICSUM_clean,0.7461327768027001,6.86040,9.99250,10.88410,4 3 3,6.860400000000 0.000000000000 0.000000000000,0.000000000000 9.992500000000 0.000000000000,0.000000000000 0.000000000000 10.884100000000,625.507131402425,1392.083082026670
LIDSAU_clean,4.439167962607848,16.69406,14.17900,18.58486,2 2 2,16.846000000000 0.000000000000 -2.513101288629,0.000000000000 14.179000000000 0.000000000000,0.000000000000 0.000000000000 18.584855068391,3000.814409349434,1122.500563257297
LIDSEY01_clean,4.161430856428765,17.19695,13.40200,17.95053,2 2 2,17.298000000000 0.000000000000 -1.948783188260,0.000000000000 13.402000000000 0.000000000000,0.000000000000 0.000000000000 17.950525899961,3104.004448804507,1238.593112074718
LIDSEY_clean,4.408555714036088,16.62998,14.18890,18.51305,2 2 2,16.783000000000 0.000000000000 -2.517212093535,0.000000000000 14.188900000000 0.000000000000,0.000000000000 0.000000000000 18.513051580876,2887.801409904732,1087.727225710912
LIDSIC_clean,4.473055004774281,10.85061,18.58443,19.54069,3 2 2,11.048300000000 -0.279906983523 -3.607671903156,0.000000000000 20.719009360743 -9.630794727835,0.000000000000 0.000000000000 19.540685443184,2681.421330994583,995.427947569254
LIDWIG_clean,2.6122721669572653,11.57684,13.29656,15.65651,3 2 2,12.228000000000 0.500333198679 5.425739826088,0.000000000000 13.644829888654 3.606786674845,0.000000000000 0.000000000000 15.656506673641,1821.315738867307,1157.752762605391
LIDZOP_clean,1.577754827357902,5.72770,12.02705,22.63029,5 2 2,5.727700000000 0.000000000000 0.000000000000,0.000000000000 12.172199990000 -3.526410846140,0.000000000000 0.000000000000 22.630292930146,1567.566757953907,1649.816095101891
LIDZUV_clean,1.478363266155146,5.57610,11.63227,22.41105,5 3 2,5.576100000000 0.000000000000 0.000000000000,0.000000000000 11.830099750000 -4.150809946488,0.000000000000 0.000000000000 22.411049900175,1377.412272142262,1547.147763281996
LIFQIC_clean,0.884736540896245,9.47128,9.47128,9.47128,3 3 3,9.746000000000 1.765763717507 1.765763717507,0.000000000000 9.584706281047 1.470176682683,0.000000000000 0.000000000000 9.471281593091,999.141473003847,1875.262332573303
LIFSAW_clean,6.259511618062224,21.33998,12.60900,22.67641,2 2 2,21.892000000000 0.000000000000 -5.191092808773,0.000000000000 12.609000000000 0.000000000000,0.000000000000 0.000000000000 22.676413394774,4764.364033902350,1263.902276920934
LIFSEA_clean,6.252233083616294,21.39581,12.60700,22.51378,2 2 2,22.028000000000 0.000000000000 -5.513250777351,0.000000000000 12.607000000000 0.000000000000,0.000000000000 0.000000000000 22.513775935325,4884.640499169966,1297.318031252946
LIFWEE_clean,2.8817101961768747,14.04550,14.04550,14.60750,2 2 2,14.045500000000 0.000000000000 0.000000000000,0.000000000000 14.045500000000 0.000000000000,0.000000000000 0.000000000000 14.607500000000,2235.590790767358,1288.222906692883
LIFWOO_clean,4.761802901213072,15.04730,17.78920,17.78920,2 2 2,15.047300000000 0.000000000000 0.000000000000,0.000000000000 17.789200000000 0.000000000000,0.000000000000 0.000000000000 17.789200000000,3088.652943765240,1077.076883045741
LIGHAM_clean,2.299906575360569,11.77106,12.37972,11.13796,3 2 3,13.866900150000 -0.253762751755 -6.806547895412,0.000000000000 14.891037912452 -7.445515974191,0.000000000000 0.000000000000 11.137964700571,1453.066795637515,1049.118130499392
LIGJIW_clean,1.569740676030362,10.46178,10.39305,12.59654,3 3 2,11.639600000000 -4.857035951967 -0.840951241663,0.000000000000 10.706282922252 -3.115844558610,0.000000000000 0.000000000000 12.596536240401,2730.316705498568,2888.245615927736
LIHFAK_clean,14.218344697207002,19.41100,30.31700,24.16100,2 1 1,19.411000000000 0.000000000000 0.000000000000,0.000000000000 30.317000000000 0.000000000000,0.000000000000 0.000000000000 24.161000000000,4305.522888264771,502.835431760421
LIHKAQ_clean,1.8288834417359998,6.55540,15.38400,18.13500,4 2 2,6.555400000000 0.000000000000 0.000000000000,0.000000000000 15.384000000000 0.000000000000,0.000000000000 0.000000000000 18.135000000000,2686.358491877003,2439.085076618053
LIHRIE_clean,0.6871833696983419,6.81190,7.31830,13.78460,4 4 2,6.811900000000 0.000000000000 0.000000000000,0.000000000000 7.318300000000 0.000000000000,0.000000000000 0.000000000000 13.784600000000,863.529059174995,2086.667849713448
LIHSEB_clean,1.51666900169092,7.85690,10.39060,18.57800,4 3 2,7.856900000000 0.000000000000 0.000000000000,0.000000000000 10.390600000000 0.000000000000,0.000000000000 0.000000000000 18.578000000000,2223.599864845238,2434.528354035060
LIHSIF_clean,2.370782338415647,13.01761,13.01761,13.87668,2 2 2,13.123299570000 1.654715702583 0.190293319832,0.000000000000 13.018560853935 0.167637183739,0.000000000000 0.000000000000 13.876682861082,2764.138644866309,1936.052581228693
LIJNOJ01_clean,4.661245576182193,17.40389,14.28750,18.58795,2 2 2,17.551500000000 0.000000000000 -2.426030366931,0.000000000000 14.287500000000 0.000000000000,0.000000000000 0.000000000000 18.587950290947,3610.670278534585,1286.278040692853
LIJNOJ_clean,4.614236192182768,17.42163,14.09780,18.61669,2 2 2,17.581100000000 0.000000000000 -2.524685285021,0.000000000000 14.097800000000 0.000000000000,0.000000000000 0.000000000000 18.616688497732,3610.670278534585,1299.382514722033
LIJXEI_clean,3.924201402881767,9.89754,16.15000,24.42302,3 2 1,9.948999660000 0.000000000000 -2.493721425289,0.000000000000 16.150000000000 0.000000000000,0.000000000000 0.000000000000 24.423018925863,3834.653004666484,1622.646027571848
LIKCOY_charged,3.652853776436654,14.26399,14.26399,16.40663,2 2 2,15.316300000000 -4.824935452562 -2.325541804250,0.000000000000 14.536472872351 -3.222190516606,0.000000000000 0.000000000000 16.406629897434,3993.672757555538,1815.470501048272
LIKDOA_clean,37.98964501276947,33.61670,33.61670,33.61670,1 1 1,33.616700000000 0.000000000000 0.000000000000,0.000000000000 33.616700000000 0.000000000000,0.000000000000 0.000000000000 33.616700000000,12271.592432288722,536.394969352239
LIKFOB_clean,0.398498776674125,6.50254,7.41229,7.76306,4 4 4,6.923500500000 -0.431269751388 -2.791640428690,0.000000000000 7.414268111063 -0.179405412268,0.000000000000 0.000000000000 7.763060627417,380.935936068446,1587.354620056656
LIKGUJ_clean,26.54546477154044,29.83070,29.83070,29.83070,1 1 1,29.830700000000 0.000000000000 0.000000000000,0.000000000000 29.830700000000 0.000000000000,0.000000000000 0.000000000000 29.830700000000,16485.670904950515,1031.253180504248
LIPQIL_clean,9.455504020136,21.14600,21.14600,21.14600,2 2 2,21.146000000000 0.000000000000 0.000000000000,0.000000000000 21.146000000000 0.000000000000,0.000000000000 0.000000000000 21.146000000000,5160.690800536405,906.300384692744
LIPQOR_clean,14.082949977927543,21.45751,21.45751,26.48900,2 2 1,24.777000000000 -12.388500000000 0.000000000000,0.000000000000 21.457511429567 0.000000000000,0.000000000000 0.000000000000 26.489000000000,7615.281860498377,897.927668851877
LIPRAE_clean,9.43646807764943,21.13180,21.13180,21.13180,2 2 2,21.131800000000 0.000000000000 0.000000000000,0.000000000000 21.131800000000 0.000000000000,0.000000000000 0.000000000000 21.131800000000,5160.690800536405,908.128640970051
LIQCUK_clean,2.595963164179658,9.23699,15.08901,15.08903,3 2 2,9.874300000000 -3.291539404333 3.291417766577,0.000000000000 17.423313708928 8.711698974362,0.000000000000 0.000000000000 15.089034505759,1843.088388013754,1178.953417865631
LIQDAS_clean,9.230751309285544,17.46860,17.46860,26.19700,2 2 1,20.171000000000 -10.085500000000 0.000000000000,0.000000000000 17.468598419736 0.000000000000,0.000000000000 0.000000000000 26.197000000000,4070.722567090318,732.290605812620
LIQFEY_clean,1.188500184486231,9.32971,9.65484,11.73881,3 3 3,9.899000000000 1.662044377449 4.367033369937,0.000000000000 10.227837136335 4.103867242032,0.000000000000 0.000000000000 11.738811405148,1037.706916765918,1449.854652751981
LIQGAU_clean,2.707984178734112,19.28822,10.66270,10.89430,2 3 3,23.312000000000 0.000000000000 -7.394868463933,0.000000000000 10.662700000000 0.000000000000,0.000000000000 0.000000000000 10.894301694057,7503.890048216180,4601.393214907528
LIQGEY_clean,1.1194634892311481,6.60724,10.13468,16.67830,4 3 2,6.622900000000 -0.698198999230 0.000000000000,0.000000000000 10.134677999749 0.000000000000,0.000000000000 0.000000000000 16.678300000000,2553.604841686084,3787.849959509724
LIQJEC_clean,7.867468218615624,13.65646,17.25703,30.05393,2 2 1,14.870000000000 -7.434968594232 0.000000000000,0.000000000000 17.604464320529 -6.061007132499,0.000000000000 0.000000000000 30.053926091940,6329.242124730829,1335.874688890192
LIQTUC_clean,7.024577334215371,20.04113,20.04113,15.14630,2 2 2,23.141500000000 -11.570750000000 0.000000000000,0.000000000000 20.041126881678 0.000000000000,0.000000000000 0.000000000000 15.146300000000,4367.147490072892,1032.349305521542
LIRFIB_clean,4.059246481408,15.95200,15.95200,15.95200,2 2 2,15.952000000000 0.000000000000 0.000000000000,0.000000000000 15.952000000000 0.000000000000,0.000000000000 0.000000000000 15.952000000000,1356.172707430686,554.777176286878
LIRNEH_clean,6.025165691301918,17.20000,17.77272,18.17099,2 2 2,17.200000000000 0.000000000000 0.000000000000,0.000000000000 19.278000230000 -7.635395033230,0.000000000000 0.000000000000 18.170989039855,4191.190714945397,1155.094291146038
LIRNOR_clean,17.9365417141865,24.05950,24.05950,30.98600,1 1 1,24.059500000000 0.000000000000 0.000000000000,0.000000000000 24.059500000000 0.000000000000,0.000000000000 0.000000000000 30.986000000000,12246.618544934532,1133.773984375944
LIRTEM_clean,1.33870266094305,9.67920,9.78939,9.97643,3 3 3,12.032800000000 -4.519636198193 -3.953418092721,0.000000000000 11.151733698218 -5.443313444756,0.000000000000 0.000000000000 9.976427214503,1258.510210652038,1561.067295770367
